Word Number	Frequency	Arabic	English					
34706	213	نشهد	We are witnessing 					
34707	213	اخرسى	Shut up 					
34708	213	دمائه	His blood 					
34709	213	الأحرار	Liberal 					
34710	213	ستنهي	 will end					
34711	213	للعلوم	Science 					
34712	213	النبأ	News 					
34713	213	بريئ	Sinless 					
34714	213	مرسل	Transmitter 					
34715	213	موظفيك	 employees					
34716	213	مسؤلية	Responsibility 					
34717	213	أطلعك	 share with you					
34718	ــ213	تـريـد	Want 					
34719	213	تهزأ	Flouts 					
34720	213	إصنع	Make 					
34721	213	حصته	Share 					
34722	213	التعيس	Unhappy 					
34723	213	ضفة	West 					
34724	213	صوف	Wool 					
34725	213	سيحتاجون	 will need					
34726	213	رامونا	Ramona 					
34727	213	بقاعدة	 base					
34728	ـ213	ثانيـة	 seconds					
34729	213	دادي	Dadi 					
34730	213	كونلي	Conley 					
34731	213	شانغ	Shang 					
34732	213	متحمسا	Enthusiastic 					
34733	213	مخبولة	 madwoman					
34734	213	سكاى	Sky 					
34735	213	استرخى	Relax 					
34736	213	السباك	Plumber 					
34737	213	الإعادة	Replay 					
34738	213	البورش	 Porsche					
34739	213	الماليه	Financial 					
34740	213	الإفراط	Over 					
34741	213	ملاحقتي	 follow me					
34742	213	برايتون	Brighton 					
34743	213	girls	girls 					
34744	212	ذرية	Atomic 					
34745	212	وأخبرتها	And I told her 					
34746	212	الكشك	Booth 					
34747	212	لطرد	To expel 					
34748	212	الصبار	Cactus 					
34749	212	ماكينا	McKenna 					
34750	212	الكسندر	Alexander 					
34751	212	المستشارة	Chancellor 					
34752	212	المقنع	Mystery 					
34753	212	الأقدم	Senior 					
34754	212	أعلنوا	Declared 					
34755	212	ابنا	Son 					
34756	212	استطلاع	 poll					
34757	212	أيفان	Ivan 					
34758	212	المستديرة	Round 					
34759	212	وأمر	Ordered 					
34760	212	البدائي	Primitive 					
34761	212	والنبيذ	Wine 					
34762	212	باروكة	Wig 					
34763	212	ويطلب	And requests 					
34764	212	نتعارك	Ntark 					
34765	212	لدور	The role of the 					
34766	212	اهه	Ah 					
34767	212	يسافرون	Travel 					
34768	212	سيارتين	 cars					
34769	212	ماونت	Mount 					
34770	212	داري	Dare 					
34771	212	المؤسسين	Founders 					
34772	212	التابعين	 followers					
34773	212	أحذيتي	 my shoes					
34774	212	بالخرافات	Superstitious 					
34775	212	لأموت	To die 					
34776	212	نلعبها	 we play					
34777	212	ونلعب	And play 					
34778	212	سيلفا	Silva 					
34779	212	لإيجادها	To be found 					
34780	212	المتواجدون	Who 					
34781	212	عاريات	Topless 					
34782	212	الطهو	Cooking 					
34783	212	انتمي	I belong 					
34784	212	تفسدين	Tvsudain 					
34785	212	الببغاء	Parrot 					
34786	212	زهري	Pink 					
34787	212	تقدمين	Proffer 					
34788	212	قلقنا	Our 					
34789	212	سأسمع	 will hear					
34790	ـ212	نفسـي	Myself 					
34791	212	والأسوأ	Worse 					
34792	212	المعروفين	Known 					
34793	212	تسجيلها	Recorded 					
34794	212	حساباته	 accounts					
34795	212	سأراها	Soraha 					
34796	212	متحكم	Microcontroller 					
34797	212	نهارك	Good Day 					
34798	212	باسمها	Name 					
34799	212	لوميس	Loomis 					
34800	212	عملتها	Currency 					
34801	212	بروكلن	Brooklyn 					
34802	212	بأسلحة	 weapons					
34803	212	نشاء	Starch 					
34804	212	هالة	Hala 					
34805	212	أحترام	 RESPECT					
34806	212	اواجه	 having a					
34807	212	أتعهد	I pledge 					
34808	212	لمكانه	To place 					
34809	212	للجري	To run 					
34810	212	التعارف	Dating 					
34811	212	سددت	Paid 					
34812	212	نابا	Napa 					
34813	212	فلوريس	Flores 					
34814	212	تلاشت	Faded 					
34815	212	السكتة	Stroke 					
34816	212	تلائم	Fit 					
34817	212	التوصية	Recommendation 					
34818	212	تدفئة	Heating 					
34819	212	رودنى	Rodney 					
34820	212	أتركوا	Leave 					
34821	212	اعادته	Returned 					
34822	212	بإني	 Builder					
34823	212	تميمة	Amulet 					
34824	212	ولطيفة	And nice 					
34825	212	يحجب	Obscures 					
34826	212	القذيفة	Shell 					
34827	212	بايز	Baez 					
34828	212	علمها	Flag 					
34829	212	الانتربول	Interpol 					
34830	212	طهران	Tehran 					
34831	212	الإيطاليين	 Italians					
34832	212	مسرورون	Delighted 					
34833	212	يثمل	 drunk					
34834	ـ212	إليـك	Here are 					
34835	212	يشع	Radiating 					
34836	212	بإظهار	Show 					
34837	212	بالتلاعب	Manipulating 					
34838	212	اللوتس	Lotus 					
34839	212	والطاقة	Energy 					
34840	212	الكافيار	Caviar 					
34841	212	مايبي	Maybee 					
34842	212	خانة	Box 					
34843	212	جريدنكو	Jeridankw 					
34844	212	ستارة	Curtain 					
34845	212	صاحبها	Owner 					
34846	212	سوراج	Suraj 					
34847	212	تسمعوني	 hear me					
34848	212	ألأن	 Is it because					
34849	211	يتنقل	Moving 					
34850	211	والكتابة	Writing 					
34851	211	انتصرت	Won 					
34852	211	الآمال	Hopes 					
34853	211	ويسلى	Wesley 					
34854	211	إنطلاق	Launch 					
34855	211	بالبيض	 eggs					
34856	211	مستواه	Level 					
34857	211	سفينته	 ship					
34858	211	موريتي	Moretti 					
34859	211	أيريك	Eric 					
34860	211	أتركيه	Leave 					
34861	211	جيراني	My neighbors 					
34862	211	لايعرفون	Do not know the 					
34863	211	طرفي	Ends of 					
34864	211	يشترك	 shares					
34865	211	استبعاد	Exclude 					
34866	211	مزعجا	Troublesome 					
34867	211	لأخبره	Told him to 					
34868	211	تسويق	Marketing 					
34869	211	جيديون	Gedeon 					
34870	211	النجاه	" survival	"					
34871	211	الألفية	Millennium 					
34872	211	غ	 g					
34873	211	أندر	Andre 					
34874	211	مكابح	 brakes					
34875	211	ويضع	It puts 					
34876	211	نعلق	Attach 					
34877	211	طلابك	 students					
34878	211	الاختراع	Invention 					
34879	211	طعامهم	Their food 					
34880	211	سيأخذها	 will take them					
34881	211	للقارب	Boat 					
34882	211	للشقة	Apartment 					
34883	211	بحضورك	 ATTENDING					
34884	211	نانس	Nance 					
34885	211	احافظ	I maintain 					
34886	211	اسرعى	Asuraei 					
34887	211	جس	Jess 					
34888	211	عودتهم	Return 					
34889	211	ستيرلينغ	Stirling 					
34890	211	الساقطات	Jades 					
34891	211	ناصر	Nasser 					
34892	211	بتعقب	Track 					
34893	211	لوتس	Lotus 					
34894	211	بإنتظام	Regularly 					
34895	211	أقنعته	 convinced him					
34896	211	وجلب	Bring 					
34897	211	موافقين	 agree					
34898	211	تقوية	Strengthening 					
34899	211	يكرهه	 dislikes					
34900	211	الهولندية	Dutch 					
34901	211	تحتي	Subway 					
34902	211	استعمالها	Use 					
34903	211	الخفاش	Bat 					
34904	211	تواجهين	 ever encounter					
34905	211	بلفاست	Belfast 					
34906	211	إقامتك	Your 					
34907	211	اطرح	Ask 					
34908	211	آيلند	Island 					
34909	211	ميشيغان	Michigan 					
34910	211	اسمعينى	Asamaany 					
34911	211	وارى	I see 					
34912	211	بنصيحتك	 your advice					
34913	ـ211	أعـلم	I know 					
34914	211	أقص	 I cut					
34915	211	وضعناها	We set 					
34916	211	للإصابة	 injured					
34917	211	هاتفني	 called me					
34918	211	الحمير	 donkeys					
34919	211	أسرتنا	Our family 					
34920	211	الفلاح	Falah 					
34921	211	تصارع	Wrestling 					
34922	211	سترتدي	 will wear					
34923	211	بكد	Hard 					
34924	211	تندمين	 feel regret					
34925	211	القطنية	Cotton 					
34926	211	لفقدان	The loss of 					
34927	211	بشبكة	Network 					
34928	211	اسوا	 worst					
34929	211	الصح	Health 					
34930	211	بخسارة	Loss of 					
34931	211	الشنيع	Gruesome 					
34932	211	اجر	Pay 					
34933	211	تشرحي	 explain to					
34934	211	أوجد	Find 					
34935	211	ممكنه	 are possible					
34936	211	ساحقة	Overwhelming 					
34937	211	الأوحد	The only 					
34938	211	التصليح	 repairs					
34939	211	احضرنا	We brought 					
34940	211	للبدأ	Began to 					
34941	211	تقودي	Tcode 					
34942	211	تنساه	 forget					
34943	211	الارجاء	 delay					
34944	211	اتري	Atari 					
34945	211	ستتخلى	 will give up					
34946	ـــ211	هـــذا	This 					
34947	211	بلال	Bilal 					
34948	211	الانجليزيه	English 					
34949	211	الايدي	Hands 					
34950	210	وقريبا	Soon 					
34951	210	نفذوا	Carried out 					
34952	210	بالأمكان	 possible					
34953	210	تريدنني	Tridnna 					
34954	210	mohamed	mohamed 					
34955	210	الياقات	Collar 					
34956	210	بوكا	Boca 					
34957	210	سرقتك	 stole					
34958	210	النقص	Shortage of 					
34959	210	الرائدة	Leading 					
34960	210	الثمل	Drunken 					
34961	210	السحلية	Lizard 					
34962	210	ايجابية	Positive 					
34963	210	وسيد	And Mr 					
34964	210	سأدعوك	Sodaok 					
34965	210	تتركوني	 leave Me					
34966	210	آبا	Appa 					
34967	210	بالعاهرة	 whore					
34968	210	منخفضين	 are low					
34969	210	بكيس	 bag					
34970	210	الشبكه	Network 					
34971	210	فأنتي	 Vanity					
34972	210	تلقيتها	I received 					
34973	210	ليظهر	To show 					
34974	210	اسمة	 marker					
34975	210	قرأنا	We read 					
34976	210	اكتشافها	Discovered 					
34977	210	فريتز	Fritz 					
34978	210	مامشكلتك	Mamckltk 					
34979	210	وجع	Wrench 					
34980	210	استدعائي	 summoned					
34981	210	الركود	Recession 					
34982	210	وانما	But 					
34983	210	نغطي	 cover					
34984	210	أكتشاف	 discovery					
34985	210	بدورك	 Do your part					
34986	210	تحتاجينها	Thtegenha 					
34987	210	لقاعدة	Base 					
34988	210	هاب	Wahab 					
34989	210	اولى	First 					
34990	210	ثروتي	 fortune					
34991	210	شيا	Xia 					
34992	210	يوشي	Yoshi 					
34993	210	ناتجة	 result					
34994	210	ممله	 unexciting					
34995	210	تأكلون	 You shall eat					
34996	210	تحقيقها	Achieved 					
34997	210	المحترقة	Blazing 					
34998	210	اكتملت	Completed 					
34999	210	تجدون	Please find 					
35000	210	جزئيا	Part 					
35001	ـ210	تعـال	Come 					
35002	210	نسيتم	 forgotten					
35003	210	لحانة	Pub 					
35004	210	لأية	Any 					
35005	210	الانبوب	Tube 					
35006	210	جماهيرك	 audiences					
35007	210	تصبحى	 become pregnant					
35008	210	وترحل	And leave 					
35009	210	أحضرى	Bring 					
35010	210	تحذيري	Cautionary 					
35011	210	امامى	Emami 					
35012	210	الاستغناء	Dispensing 					
35013	210	مجتمعة	Combined 					
35014	210	لتجعلني	To make me 					
35015	210	بالعاشرة	Baxh 					
35016	210	ونأكل	And eat 					
35017	210	يدعنا	 call us					
35018	210	أطفالكم	 your children					
35019	210	اضافيه	Additional 					
35020	ــ210	رجــل	Man 					
35021	210	واد	Wade 					
35022	210	انتظروني	Antzerona 					
35023	ـ210	رأيـت	I saw 					
35024	210	هاملتن	Hamilton 					
35025	210	نقدي	 cash					
35026	210	لطرح	To put up 					
35027	210	تعترفين	 you recognize					
35028	210	الخنفساء	Ladybug 					
35029	210	إحدي	One of 					
35030	210	باسادينا	Pasadena 					
35031	210	اوفر	Over 					
35032	210	تراث	Heritage 					
35033	210	أراقبه	 monitor one					
35034	210	باوني	Pawnee 					
35035	210	للمريض	Patient 					
35036	210	زوال	The demise of the 					
35037	210	الهبة	Giveaway 					
35038	210	إجهاد	Stress 					
35039	210	سبرينغ	Spring 					
35040	210	اركز	 concentrate					
35041	210	كاو	Kao 					
35042	210	هايزل	Hazel 					
35043	210	باكس	Bucks 					
35044	210	ومعهم	And with them 					
35045	210	يمضى	 goes on					
35046	210	شينغ	Xing 					
35047	210	تناديه	 call him					
35048	210	أعتد	 got used					
35049	210	أهدرت	Wasted 					
35050	210	ينقذك	 save you					
35051	210	بالوظيفة	Job 					
35052	210	اجعليها	Adjalleha 					
35053	210	سيستمع	Listen 					
35054	210	ابنهم	Son 					
35055	ـ210	تحـت	Under 					
35056	210	ليلو	Lilo 					
35057	210	بر	Barr 					
35058	210	معيار	Standard 					
35059	210	ثيران	Bulls 					
35060	ـ210	لديهـا	It has 					
35061	210	بدائل	Alternatives to 					
35062	210	موراليس	Morales 					
35063	ـ210	الوحيـد	Only 					
35064	210	يقصدون	Mean 					
35065	210	الاختناق	Suffocation 					
35066	210	أعطتها	Gave 					
35067	210	أعطاهم	He gave them 					
35068	210	أسطوانة	Disc 					
35069	210	تنفيذه	Implementation 					
35070	210	يسمعها	Heard 					
35071	210	ادخلا	Go into 					
35072	210	مهاراته	 skills					
35073	210	لمراجعة	Review 					
35074	210	لإطعام	To feed 					
35075	210	بالحجم	Size 					
35076	210	نظاراتك	 glasses					
35077	210	والغير	And non-					
35078	210	بكوب	 cup					
35079	210	ديونك	 debts					
35080	210	ليلوتش	Aloch to 					
35081	210	ستحمل	 will be charged					
35082	210	البطاقه	 card					
35083	210	سايلار	Saillar 					
35084	210	نطلبه	We are asking for 					
35085	210	معجبا	Elated 					
35086	210	ارفعها	 lift					
35087	210	قواته	 troops					
35088	210	اعمالي	My works 					
35089	209	مطاطي	Rubber 					
35090	209	لاحظته	I noticed 					
35091	209	برادو	Prado 					
35092	209	أرضه	 home					
35093	209	تشاز	Chaz 					
35094	209	بشهادة	 certificate					
35095	209	عدائي	Hostile 					
35096	209	بإيذائك	Baivaik 					
35097	209	ممتلكاتك	 possessions					
35098	209	نسبيا	 relatively					
35099	209	إعجابك	Admire 					
35100	209	وأرجو	I 					
35101	209	تبدء	 starts					
35102	209	لتقييم	To evaluate 					
35103	209	والهدوء	Calm 					
35104	209	أروني	Show me 					
35105	209	وماء	And water 					
35106	209	كبروا	Grown 					
35107	209	مضيت	I went 					
35108	209	اسكن	I live 					
35109	209	الذكرية	 male					
35110	209	بتشريح	Dissected 					
35111	209	صائدي	 bounty hunters					
35112	209	الجزئية	District 					
35113	209	ميرندا	Mirinda 					
35114	209	سيضرب	Will hit 					
35115	209	شيكولاتة	Chocolate 					
35116	209	تتحركى	Taathrky 					
35117	209	وثانيا	Second 					
35118	209	صياح	Crowing 					
35119	209	ايستر	Istres 					
35120	209	يشم	Jade 					
35121	209	بيلانت	Bellanet 					
35122	209	مختبئين	Hiding 					
35123	209	شيتي	Shetty 					
35124	209	سونا	Sauna 					
35125	209	مشروبي	 My nighttime					
35126	209	التلويح	Waving 					
35127	209	يقتلوني	Kill me 					
35128	209	أبتاع	 bought					
35129	209	الحملات	Campaigns 					
35130	209	المفرقعات	Crackers 					
35131	209	المأساوية	 tragic					
35132	209	أبدل	 replaced					
35133	209	تيمبل	Tempel 					
35134	209	المشتريات	Procurement 					
35135	209	الجرف	Shelf 					
35136	209	إضافيه	 contains additional					
35137	209	معدومة	No 					
35138	209	مدغشقر	Madagascar 					
35139	209	الكثافة	Density 					
35140	209	تغطى	Covers 					
35141	209	السيانيد	Cyanide 					
35142	209	الدبابير	Hornet 					
35143	209	بغسيل	Washing 					
35144	209	الكتيب	Brochure 					
35145	209	رقما	Number 					
35146	209	لأشعر	To feel 					
35147	209	مشاكلها	 problems					
35148	ـ209	عنـد	When 					
35149	209	متطرف	EXTREME 					
35150	209	شانا	Shanna 					
35151	209	إهدئ	 quieter					
35152	209	ونترك	We leave 					
35153	209	كميه	 amount					
35154	209	لتحضير	To prepare 					
35155	209	خداعنا	 fool us					
35156	209	لتتبع	Tracking 					
35157	209	مجموعتين	Two groups 					
35158	209	عزفت	Played 					
35159	209	الماكر	Feline 					
35160	209	يعج	Teeming with 					
35161	209	لثواني	For  seconds					
35162	209	بالأصل	Originally 					
35163	ـ209	أيتهـا	O 					
35164	ـ209	علاقـة	Relationship 					
35165	209	سيصلح	 will repair					
35166	209	بارود	Baroud 					
35167	209	الخطاء	 mis					
35168	209	منفعل	Edgy 					
35169	209	لإصابة	Injury 					
35170	209	ناجون	Survivors 					
35171	209	بمستشفى	Hospital 					
35172	209	خانق	 Gorge					
35173	209	المتوفرة	Available 					
35174	209	نهم	Ravenous 					
35175	209	ازعاجك	 bother					
35176	209	مسامحة	 Forgiveness					
35177	209	يستحوذ	Acquires 					
35178	209	شفاهي	 Oral					
35179	209	اعجبت	 impressed					
35180	209	سامح	Sameh 					
35181	209	الفيدرالى	Federal 					
35182	209	التمدد	Expansion 					
35183	209	نومنا	 we sleep					
35184	209	mine	mine 					
35185	209	أتحسب	Othsp 					
35186	209	المجند	Rookie 					
35187	209	التحريات	Investigations 					
35188	209	للشرق	East 					
35189	209	فرج	Faraj 					
35190	209	ممتازا	Excellent 					
35191	209	تدافعين	Tdafien 					
35192	209	يرتكبون	Commit 					
35193	209	غرفتين	Two rooms 					
35194	209	قواهم	Their strength 					
35195	209	المقاول	Contractor 					
35196	209	أسمائنا	 our names					
35197	209	هويه	Huye 					
35198	209	أوماها	Omaha 					
35199	209	الاقتصادي	Economic 					
35200	209	مقطعية	CT 					
35201	209	نكران	Denial of 					
35202	209	يشبة	 is similar to					
35203	209	يستقبل	Receives 					
35204	209	ايميلى	EMILY 					
35205	209	يالي	S 					
35206	209	تحياته	Greetings 					
35207	209	البغيضة	Obnoxious 					
35208	209	الخرسانة	Concrete 					
35209	209	ودودين	Friendly 					
35210	209	يعرفن	Know 					
35211	209	تستهلك	Consume 					
35212	209	لملك	For the king of 					
35213	209	بالنجاح	 success					
35214	209	حينا	Sometimes 					
35215	209	تقعين	Tqaan 					
35216	209	الهامستر	Hamster 					
35217	209	صد	Repel 					
35218	209	مجمد	Frozen 					
35219	209	سيشعرك	 notify you					
35220	209	طوبى	Blessed 					
35221	209	نيوز	News 					
35222	209	عرفها	Defined 					
35223	209	فكي	Jaws 					
35224	209	تنتظريني	Tantzerana 					
35225	209	العالقة	Outstanding 					
35226	209	صفيحة	Plate 					
35227	209	غذا	Gma 					
35228	209	نقال	Mobile 					
35229	209	ستقام	 will be held					
35230	208	ضعوها	Reposed 					
35231	208	صادقه	 honest					
35232	208	بمحل	Whereabouts 					
35233	208	للأسبوع	Week 					
35234	208	تقترف	 committed					
35235	208	العصافير	 birds					
35236	208	فدرالية	Federal 					
35237	208	أحبته	Ohpth 					
35238	208	نقش	Pattern 					
35239	208	اتعرفون	Do you know 					
35240	208	تعاطيت	 been taking					
35241	208	بالمسابقة	Competition 					
35242	208	جواد	Jawad 					
35243	208	لتبرير	To justify 					
35244	208	والشعر	Hair 					
35245	208	تس	TS 					
35246	208	نوقفهم	 stopping them					
35247	208	تمسكين	Tmiskin 					
35248	208	رقاقات	 chips					
35249	208	بالرسم	Drawing 					
35250	208	سينظر	 will be considered					
35251	208	المحطمة	Broken 					
35252	208	مذيع	 announcer					
35253	208	تدلي	Made 					
35254	208	انقلاب	 coup					
35255	208	تحتك	 come into contact with					
35256	208	إبدأي	Begin 					
35257	208	متعبون	 tired					
35258	208	دارت	Dart 					
35259	208	لإحتساء	To drink 					
35260	208	التآمر	Conspiracy 					
35261	208	جوو	Jou 					
35262	208	جالسون	 sat					
35263	208	دبرت	Hatched 					
35264	208	الفاتح	Conqueror 					
35265	208	الجزاء	Box 					
35266	208	محتارة	 confused					
35267	208	كرسيك	 Your throne					
35268	208	لتمويل	To finance 					
35269	ـ208	معنـا	With us 					
35270	208	اير	Air 					
35271	208	الوقائي	Preventive 					
35272	208	بناه	Built 					
35273	208	سأثق	Sothag 					
35274	208	موسيقاي	 of my music					
35275	208	work	work 					
35276	208	السياقة	Driving 					
35277	208	عشيقك	Ashiqk 					
35278	208	الاجرة	Taxi 					
35279	208	المبجل	 Rev					
35280	208	رمت	Threw away 					
35281	208	ستزيد	 will increase					
35282	208	بالبيع	Selling 					
35283	208	أوصى	Recommended 					
35284	208	كير	CARE 					
35285	208	عشبة	Herb 					
35286	208	للطائرات	Aircraft 					
35287	208	الصقيع	Frost 					
35288	208	بعيار	Rubber 					
35289	208	المظلات	 umbrellas					
35290	208	مقلوب	Inverted 					
35291	208	الاسف	Unfortunately 					
35292	208	أغتنم	Take 					
35293	208	منتفخ	 bouffant					
35294	208	عنكى	Anky 					
35295	208	التوافق	Compatibility 					
35296	208	الثقل	Weight 					
35297	208	هجمة	Attack 					
35298	208	سأ	 BASIS					
35299	208	تقدمها	Provided 					
35300	208	الصدأ	Rust 					
35301	208	الكسالى	Zombies 					
35302	208	اللعوب	Flirt 					
35303	208	القرعة	Lots 					
35304	208	توريز	Torrez 					
35305	208	تمتلئ	 are filled with					
35306	208	الديمقراطي	Democratic 					
35307	208	ساند	 Sand					
35308	208	سعادته	Happiness 					
35309	208	نريدهم	 We want them					
35310	208	التخلى	Give up 					
35311	208	بالإسبانية	 in Spanish					
35312	208	ردائي	 robe					
35313	208	الناتو	 NATO					
35314	208	عقاري	Real Estate 					
35315	208	صحفى	Press 					
35316	208	نفتقد	We miss 					
35317	208	يجنون	Earn 					
35318	208	قرحة	 ulcer					
35319	ــ208	ــة	Of 					
35320	208	كعضو	As a member of 					
35321	208	وهيا	Come and 					
35322	208	الأخيرين	The last 					
35323	208	بطلك	 hero					
35324	208	لاحاجة	No need 					
35325	208	الأساتذة	Professors 					
35326	208	تزعجك	 are bothering you					
35327	208	بارسال	Send 					
35328	208	يصنعوا	Make a 					
35329	208	الأعاصير	Hurricanes 					
35330	208	إختفيت	 disappeared					
35331	208	يراهم	 sees them					
35332	208	سأجعلهم	 I will make them					
35333	208	تحتسب	Accounted for 					
35334	208	ستارجيت	 Stargate					
35335	208	لهاتف	Phone 					
35336	208	مسامحتي	Msamehta 					
35337	208	أميركي	US 					
35338	208	كالآخرين	 Like others					
35339	208	بزوجي	 my husband					
35340	208	أفلامك	 movies					
35341	208	العانة	Pubic 					
35342	208	مالينا	Malena 					
35343	208	سأسقط	Sosagt 					
35344	207	ستيورات	 Stuart					
35345	207	الخراء	Shit 					
35346	207	لمحت	Glimpsed 					
35347	207	جميلون	Jamilon 					
35348	207	خيرا	Good 					
35349	207	والأم	Mother 					
35350	207	معارفي	Contact 					
35351	207	أحزن	 sadden					
35352	207	أملاك	Kings 					
35353	207	المهدئات	Sedatives 					
35354	207	المنتجين	 producers					
35355	207	كاحلك	 ankle					
35356	207	روميرو	Romero 					
35357	207	نسختي	My version 					
35358	207	تيان	Tian 					
35359	207	اقترفته	Perpetrated by 					
35360	207	شكرأ	Thanks 					
35361	207	رأيتهما	I saw them 					
35362	207	بالحماس	Enthusiasm 					
35363	207	ستأخذه	 will take him					
35364	207	إقناعك	 convince you					
35365	207	سأستعمل	 will use					
35366	207	رومني	Romney 					
35367	207	ضعنا	We have 					
35368	207	أغلقها	 shut them down					
35369	207	الجبرية	Arrest 					
35370	207	يخبرونني	Tell me 					
35371	207	تمرح	Tmrah 					
35372	207	للمحيط	Ocean 					
35373	207	سخرت	Ridiculed 					
35374	207	تعتنين	 take care of					
35375	207	مؤلما	Painful 					
35376	207	مشبوهة	 suspicious					
35377	207	فظيعه	 awful					
35378	207	تقتليه	Tguetlah 					
35379	207	بالقاتل	 killer					
35380	207	dance	dance 					
35381	207	لرد	Reply 					
35382	207	بالأرقام	Numbers 					
35383	207	وتظن	And I think 					
35384	207	التحكيم	Arbitration 					
35385	207	ياسيدتى	Madame 					
35386	207	أمرح	 Fun					
35387	207	أسرارنا	 secrets					
35388	207	إنعكاس	Reflection 					
35389	207	جينسن	 Jensen					
35390	207	لضغط	Pressure 					
35391	207	المعادلات	Equations 					
35392	207	لكمات	Punched 					
35393	207	إحصاء	Statistics 					
35394	207	إعتذاري	My apologies 					
35395	207	الخاتمة	Conclusion 					
35396	207	خطرون	 dangerous					
35397	207	تتفهمين	Taatvhman 					
35398	207	للحديقة	Garden 					
35399	207	أمادور	Amador 					
35400	207	تسدد	Paid 					
35401	207	عجله	 wheel					
35402	207	talk	talk 					
35403	207	إبقائه	Keep 					
35404	207	أتعب	 tire					
35405	207	سأصرخ	Sosrkh 					
35406	207	إنفصل	Secede 					
35407	207	مظاهرة	Demonstration 					
35408	207	تقريره	His 					
35409	207	جيونغ	Jeong 					
35410	207	إنتباهه	 turned his attention					
35411	207	لدليل	Directory 					
35412	207	لعلم	Science 					
35413	207	شروطي	 my conditions					
35414	207	واريك	Eric 					
35415	207	طبقك	 dish					
35416	207	الازهار	Flowers 					
35417	207	لسبعة	Seven 					
35418	207	بالبنك	Bank 					
35419	207	أرادتني	 wanted me					
35420	207	الاثنتين	The two 					
35421	207	مهمتى	My mission 					
35422	207	ابتعدا	Aptaada 					
35423	207	مرطب	Moisturizer 					
35424	207	مفاجيء	 surprise					
35425	207	أضحي	 sacrifice					
35426	207	إلهك	God 					
35427	207	ناريه	Fireworks 					
35428	207	لايونيل	Lionel 					
35429	207	الخالص	Pure 					
35430	207	يعتنى	 cared					
35431	207	موضوعي	Objective 					
35432	207	خلطت	 mixed					
35433	207	أخفتك	Okhvtk 					
35434	207	أقدمك	Okdmk 					
35435	207	ايوليوس	Aaulius 					
35436	207	لقولك	"For you say	 "					
35437	207	للجمال	Beauty 					
35438	207	لزجة	Sticky 					
35439	207	اغسطس	August 					
35440	ـ207	أكبـر	 largest					
35441	207	آمنون	 safe					
35442	207	تحبس	Trap 					
35443	207	بالمشاهدة	 viewers					
35444	207	يقابلني	 meet me					
35445	207	التقطه	Plucked 					
35446	207	يتمحور	Centered 					
35447	207	تتسع	Accommodate 					
35448	207	بريستول	Bristol 					
35449	207	بالطلب	Demand 					
35450	207	روشيل	 rochelle					
35451	207	dead	dead 					
35452	207	الملكات	 Queens					
35453	207	إتخذ	 taken a					
35454	207	ياجماعة	Iajmap 					
35455	207	يركبون	Riding 					
35456	207	الوسخ	Dirt 					
35457	207	آفي	Avi 					
35458	207	المتحولين	Converts 					
35459	207	مساعدين	 assistants					
35460	207	المواصلات	Transportation 					
35461	207	تخلف	Retardation 					
35462	207	اركع	Genuflect 					
35463	207	الكتابات	Writings 					
35464	207	هبطنا	 landed					
35465	ـ207	جميـع	All 					
35466	207	لوين	Lewin 					
35467	206	إصلاحية	Correctional 					
35468	206	begins	begins 					
35469	206	بعقلانية	Rationally 					
35470	206	ويندى	Wendy 					
35471	206	لاركن	Larkin 					
35472	206	قرأتي	Qrota 					
35473	206	تهين	Humiliates 					
35474	206	صوابها	 senses					
35475	206	هاوية	Abyss 					
35476	206	قساة	 stiffnecked					
35477	206	أورين	Orin 					
35478	206	أدله	 Evidence					
35479	206	بطولي	Heroically 					
35480	206	المحظوظين	Lucky 					
35481	206	بالخبر	Khobar 					
35482	206	تفتحها	 you open					
35483	206	ماشية	Cattle 					
35484	206	سامنثا	Samantha 					
35485	206	الإرضاء	Pickier 					
35486	206	وصيته	His will 					
35487	206	تورنر	Turner 					
35488	206	بالطبخ	 cooking					
35489	206	ساطع	Shining 					
35490	206	بتكوين	Configure 					
35491	206	الاستئناف	Appeal 					
35492	206	استعير	 borrowed					
35493	206	نحلق	 shave					
35494	206	أجور	Wages 					
35495	ـ206	دونـا	Donna 					
35496	206	السمكه	 Blowfish					
35497	206	مفعمة	Full 					
35498	206	مادز	Mads 					
35499	206	دوو	 doo					
35500	206	لكوكب	Planet 					
35501	206	مناداتك	 your call					
35502	206	تقابلا	 They met					
35503	206	تمثلين	Tmthleen 					
35504	206	علما	Note 					
35505	206	كشاهد	Witness 					
35506	206	سيم	Sim 					
35507	206	أوركسترا	Orchestra 					
35508	206	رحمتك	Lovingkindness 					
35509	206	ديانة	Religion 					
35510	206	إمض	PROCEED 					
35511	ــ206	آخــر	Another 					
35512	206	الامتنان	 gratitude					
35513	206	الغشاء	Membrane 					
35514	206	الموسيقيين	 musicians					
35515	206	أحكي	 tell					
35516	206	كورال	Coral 					
35517	ט206	ט	ט 					
35518	206	مائل	Italic 					
35519	206	بيومك	 your day					
35520	206	بأعداد	Numbers 					
35521	206	الأربعينات	Forties 					
35522	206	أخبارنا	News 					
35523	206	إنعاش	Recovery of 					
35524	206	كعذر	 excuse					
35525	206	ابتسمت	I smiled 					
35526	206	يقتلونا	 kill us					
35527	206	الرفاهية	Luxury 					
35528	206	إرادته	His will 					
